track_name,album,artists,duration_ms,episode,explicit,href,id,is_local,name,popularity,preview_url,track,track_number,type,uri,acousticness,analysis_url,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,valence
shut up,shut up,Greyson Chance,170363,False,False,https://api.spotify.com/v1/tracks/4WQS72yCXQWBNcTzBzseEr,4WQS72yCXQWBNcTzBzseEr,False,shut up,0,https://p.scdn.co/mp3-preview/b182dd9e2ca7c908b36b03973245a73edd0b5329?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:4WQS72yCXQWBNcTzBzseEr,0.296,https://api.spotify.com/v1/audio-analysis/4WQS72yCXQWBNcTzBzseEr,0.821,0.448,3.26e-06,9,0.0683,-4.33,1,0.0468,105.006,4,https://api.spotify.com/v1/tracks/4WQS72yCXQWBNcTzBzseEr,0.45
Let Me Go,Let Me Go,"i_o, Tommy Trash",206611,False,False,https://api.spotify.com/v1/tracks/6AMTaIegKW34fmk92HTNlz,6AMTaIegKW34fmk92HTNlz,False,Let Me Go,0,https://p.scdn.co/mp3-preview/7566793a947b54f659b2657cc676f3bea48ca2d1?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:6AMTaIegKW34fmk92HTNlz,0.00363,https://api.spotify.com/v1/audio-analysis/6AMTaIegKW34fmk92HTNlz,0.643,0.844,0.346,6,0.174,-5.573,0,0.0312,126.012,3,https://api.spotify.com/v1/tracks/6AMTaIegKW34fmk92HTNlz,0.094
Mother,Mother,The Amazons,305345,False,False,https://api.spotify.com/v1/tracks/2IHxrbIAQB5sRZTGYvEd01,2IHxrbIAQB5sRZTGYvEd01,False,Mother,41,,True,1,track,spotify:track:2IHxrbIAQB5sRZTGYvEd01,0.00362,https://api.spotify.com/v1/audio-analysis/2IHxrbIAQB5sRZTGYvEd01,0.429,0.873,0.299,5,0.111,-6.121,1,0.0539,79.529,4,https://api.spotify.com/v1/tracks/2IHxrbIAQB5sRZTGYvEd01,0.439
Something Tells Me,Something Tells Me,Meg Mac,216522,False,False,https://api.spotify.com/v1/tracks/0ys5cPCSgyc0usjPH3KemR,0ys5cPCSgyc0usjPH3KemR,False,Something Tells Me,0,,True,1,track,spotify:track:0ys5cPCSgyc0usjPH3KemR,0.25,https://api.spotify.com/v1/audio-analysis/0ys5cPCSgyc0usjPH3KemR,0.678,0.551,0.0,11,0.378,-5.87,1,0.0377,96.034,4,https://api.spotify.com/v1/tracks/0ys5cPCSgyc0usjPH3KemR,0.38
Good Time,Good Time,Ocean Park Standoff,172944,False,False,https://api.spotify.com/v1/tracks/7cPKQeCtGjRjoFVw6ub5rS,7cPKQeCtGjRjoFVw6ub5rS,False,Good Time,0,,True,1,track,spotify:track:7cPKQeCtGjRjoFVw6ub5rS,0.0106,https://api.spotify.com/v1/audio-analysis/7cPKQeCtGjRjoFVw6ub5rS,0.708,0.62,6.08e-06,8,0.354,-5.903,1,0.125,145.073,4,https://api.spotify.com/v1/tracks/7cPKQeCtGjRjoFVw6ub5rS,0.912
Ruby,Ruby,Mat Kerekes,208146,False,False,https://api.spotify.com/v1/tracks/5co5YWoe8lgEDdMyIdadNS,5co5YWoe8lgEDdMyIdadNS,False,Ruby,44,https://p.scdn.co/mp3-preview/7c25272a32361f84a3eaadcccf2ed7ea6cd61b79?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:5co5YWoe8lgEDdMyIdadNS,0.0418,https://api.spotify.com/v1/audio-analysis/5co5YWoe8lgEDdMyIdadNS,0.604,0.823,0.0,10,0.0672,-6.034,0,0.0516,94.043,4,https://api.spotify.com/v1/tracks/5co5YWoe8lgEDdMyIdadNS,0.864
Buoys,Buoys,Panda Bear,154466,False,False,https://api.spotify.com/v1/tracks/7ixL6MpXxz95sz7bTUe0dQ,7ixL6MpXxz95sz7bTUe0dQ,False,Buoys,0,https://p.scdn.co/mp3-preview/5ee877ca5e4c4a25c877a281d441304792f077ac?cid=ccc3919df33944f38d2102cf87c47c53,True,6,track,spotify:track:7ixL6MpXxz95sz7bTUe0dQ,0.219,https://api.spotify.com/v1/audio-analysis/7ixL6MpXxz95sz7bTUe0dQ,0.489,0.557,1.6e-06,8,0.0636,-5.148,1,0.034,129.489,4,https://api.spotify.com/v1/tracks/7ixL6MpXxz95sz7bTUe0dQ,0.524
Marijuana,Marijuana,Rilès,162160,False,True,https://api.spotify.com/v1/tracks/4YpVlqsbsnmRFP7bamdWbR,4YpVlqsbsnmRFP7bamdWbR,False,Marijuana,0,,True,1,track,spotify:track:4YpVlqsbsnmRFP7bamdWbR,0.671,https://api.spotify.com/v1/audio-analysis/4YpVlqsbsnmRFP7bamdWbR,0.769,0.304,0.0,0,0.133,-7.579,0,0.0535,142.006,3,https://api.spotify.com/v1/tracks/4YpVlqsbsnmRFP7bamdWbR,0.43
Coldest Water,Coldest Water,Walking On Cars,211946,False,False,https://api.spotify.com/v1/tracks/6RWZRCGxKAT5IFe2IFAB9S,6RWZRCGxKAT5IFe2IFAB9S,False,Coldest Water,0,,True,1,track,spotify:track:6RWZRCGxKAT5IFe2IFAB9S,0.0926,https://api.spotify.com/v1/audio-analysis/6RWZRCGxKAT5IFe2IFAB9S,0.525,0.781,0.0,11,0.279,-4.092,0,0.0393,101.963,4,https://api.spotify.com/v1/tracks/6RWZRCGxKAT5IFe2IFAB9S,0.469
ZORA,ZORA,Jamila Woods,186381,False,True,https://api.spotify.com/v1/tracks/0fgDbVssc7V8gdQ17Rgskz,0fgDbVssc7V8gdQ17Rgskz,False,ZORA,16,https://p.scdn.co/mp3-preview/f1ab0867604c820c214985a087cd3f80ea9a03b7?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:0fgDbVssc7V8gdQ17Rgskz,0.0851,https://api.spotify.com/v1/audio-analysis/0fgDbVssc7V8gdQ17Rgskz,0.551,0.809,0.0,10,0.172,-4.069,0,0.101,82.921,4,https://api.spotify.com/v1/tracks/0fgDbVssc7V8gdQ17Rgskz,0.548
Happy Together (feat. Ray Toro),Happy Together (feat. Ray Toro),"Gerard Way, Ray Toro",179392,False,False,https://api.spotify.com/v1/tracks/0n0XAmYCMWlzj3W9VdMejw,0n0XAmYCMWlzj3W9VdMejw,False,Happy Together (feat. Ray Toro),0,https://p.scdn.co/mp3-preview/9079ebd2e03021bdf8f0d524507d748934d4db79?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:0n0XAmYCMWlzj3W9VdMejw,0.0695,https://api.spotify.com/v1/audio-analysis/0n0XAmYCMWlzj3W9VdMejw,0.621,0.816,0.00559,7,0.103,-4.077,1,0.0316,122.032,4,https://api.spotify.com/v1/tracks/0n0XAmYCMWlzj3W9VdMejw,0.716
Solo,Solo,Esteman,224333,False,False,https://api.spotify.com/v1/tracks/2nHbYehgkMWR4fmqswEvD9,2nHbYehgkMWR4fmqswEvD9,False,Solo,0,,True,1,track,spotify:track:2nHbYehgkMWR4fmqswEvD9,0.00629,https://api.spotify.com/v1/audio-analysis/2nHbYehgkMWR4fmqswEvD9,0.825,0.656,3.96e-06,1,0.0735,-5.134,0,0.0487,92.982,4,https://api.spotify.com/v1/tracks/2nHbYehgkMWR4fmqswEvD9,0.866
wherever you are,wherever you are,"adam&steve, Maty Noyes",158400,False,False,https://api.spotify.com/v1/tracks/4c5cUeKXDWCUBYNIw8Ivxy,4c5cUeKXDWCUBYNIw8Ivxy,False,wherever you are,0,https://p.scdn.co/mp3-preview/fa37d72bc674302454b8785539a1cd9422486654?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:4c5cUeKXDWCUBYNIw8Ivxy,0.131,https://api.spotify.com/v1/audio-analysis/4c5cUeKXDWCUBYNIw8Ivxy,0.675,0.691,0.0,10,0.0627,-3.618,0,0.0309,100.041,4,https://api.spotify.com/v1/tracks/4c5cUeKXDWCUBYNIw8Ivxy,0.388
Got You There,Got You There,"Matrix & Futurebound, ZELAH",190387,False,False,https://api.spotify.com/v1/tracks/2rY8KKXTr9XOMn0IdpBBXm,2rY8KKXTr9XOMn0IdpBBXm,False,Got You There,24,https://p.scdn.co/mp3-preview/1d85d7d9fb66f080d38a19460285ee6091368f43?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:2rY8KKXTr9XOMn0IdpBBXm,0.0264,https://api.spotify.com/v1/audio-analysis/2rY8KKXTr9XOMn0IdpBBXm,0.471,0.891,2.97e-06,2,0.149,-3.047,1,0.0632,174.012,4,https://api.spotify.com/v1/tracks/2rY8KKXTr9XOMn0IdpBBXm,0.309
Good Times,Good Times,Hollyn,190920,False,False,https://api.spotify.com/v1/tracks/728vgExoGqWZIfwFxNg0N0,728vgExoGqWZIfwFxNg0N0,False,Good Times,0,https://p.scdn.co/mp3-preview/cff2344dba0f47715a8a6b28a89b1b528745737b?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:728vgExoGqWZIfwFxNg0N0,0.0745,https://api.spotify.com/v1/audio-analysis/728vgExoGqWZIfwFxNg0N0,0.556,0.815,2.01e-06,1,0.109,-3.802,0,0.0638,200.082,3,https://api.spotify.com/v1/tracks/728vgExoGqWZIfwFxNg0N0,0.653
Heart Attack Kid,Heart Attack Kid,Ben Kweller,173816,False,False,https://api.spotify.com/v1/tracks/47HzIZTqyoSiL8J8n2frZk,47HzIZTqyoSiL8J8n2frZk,False,Heart Attack Kid,0,https://p.scdn.co/mp3-preview/7fbaae34c76495bc5b09d69938dc5684ed587c8b?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:47HzIZTqyoSiL8J8n2frZk,5.28e-05,https://api.spotify.com/v1/audio-analysis/47HzIZTqyoSiL8J8n2frZk,0.67,0.681,2.07e-06,10,0.108,-5.236,1,0.0314,107.056,4,https://api.spotify.com/v1/tracks/47HzIZTqyoSiL8J8n2frZk,0.886
My Death,Mujeres,Y La Bamba,297156,False,False,https://api.spotify.com/v1/tracks/1wUK07oKzfRSx37CjaQ7cR,1wUK07oKzfRSx37CjaQ7cR,False,My Death,0,https://p.scdn.co/mp3-preview/3141bd9dfc076718b773cac96f1d7aa7564094fe?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:1wUK07oKzfRSx37CjaQ7cR,0.0221,https://api.spotify.com/v1/audio-analysis/1wUK07oKzfRSx37CjaQ7cR,0.393,0.623,2.53e-05,8,0.178,-6.609,1,0.0293,102.815,4,https://api.spotify.com/v1/tracks/1wUK07oKzfRSx37CjaQ7cR,0.0659
STRANGE DAYS (1999),STRANGE DAYS (1999),HEALTH,205000,False,False,https://api.spotify.com/v1/tracks/4GVmW5Ba7yKexnlSuWmTcB,4GVmW5Ba7yKexnlSuWmTcB,False,STRANGE DAYS (1999),44,,True,1,track,spotify:track:4GVmW5Ba7yKexnlSuWmTcB,6.82e-05,https://api.spotify.com/v1/audio-analysis/4GVmW5Ba7yKexnlSuWmTcB,0.462,0.826,0.188,7,0.606,-8.905,0,0.0464,131.023,4,https://api.spotify.com/v1/tracks/4GVmW5Ba7yKexnlSuWmTcB,0.0461
Devil,Devil,Jutes,178536,False,True,https://api.spotify.com/v1/tracks/0y2dikJcFyx45rPOFWgDx3,0y2dikJcFyx45rPOFWgDx3,False,Devil,0,https://p.scdn.co/mp3-preview/eca7e20cc5e7987652c64a75c967a713f4cc26a3?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:0y2dikJcFyx45rPOFWgDx3,0.215,https://api.spotify.com/v1/audio-analysis/0y2dikJcFyx45rPOFWgDx3,0.521,0.616,0.0,10,0.126,-8.433,0,0.0965,109.295,5,https://api.spotify.com/v1/tracks/0y2dikJcFyx45rPOFWgDx3,0.612
Portland,Portland,Armors,184494,False,False,https://api.spotify.com/v1/tracks/0SN8kLdyx5hKnYBFxIVc2l,0SN8kLdyx5hKnYBFxIVc2l,False,Portland,0,https://p.scdn.co/mp3-preview/2fa726bfa0aea91ac699210cb4f58f13facc6c00?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:0SN8kLdyx5hKnYBFxIVc2l,0.242,https://api.spotify.com/v1/audio-analysis/0SN8kLdyx5hKnYBFxIVc2l,0.636,0.861,0.0,2,0.0991,-4.339,1,0.0462,92.978,4,https://api.spotify.com/v1/tracks/0SN8kLdyx5hKnYBFxIVc2l,0.628
Wrong Kind Of People,Wrong Kind of People,Baker Grace,193590,False,False,https://api.spotify.com/v1/tracks/60CKMDImvHjEpPsQ8qKle5,60CKMDImvHjEpPsQ8qKle5,False,Wrong Kind Of People,12,https://p.scdn.co/mp3-preview/505fa8396324c30705e2dc2a11cab9ca2d209bb5?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:60CKMDImvHjEpPsQ8qKle5,0.44,https://api.spotify.com/v1/audio-analysis/60CKMDImvHjEpPsQ8qKle5,0.731,0.561,0.000237,11,0.0991,-7.55,1,0.0396,124.051,4,https://api.spotify.com/v1/tracks/60CKMDImvHjEpPsQ8qKle5,0.421
Get Back Up,Get Back Up,Emarosa,190906,False,False,https://api.spotify.com/v1/tracks/1qgVqpsZEtR81ceo3HiLn7,1qgVqpsZEtR81ceo3HiLn7,False,Get Back Up,35,https://p.scdn.co/mp3-preview/de8d3ee3627231fe5cfdc532036458794dd4c12d?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:1qgVqpsZEtR81ceo3HiLn7,0.00472,https://api.spotify.com/v1/audio-analysis/1qgVqpsZEtR81ceo3HiLn7,0.674,0.884,0.0,1,0.161,-3.11,0,0.025,92.013,4,https://api.spotify.com/v1/tracks/1qgVqpsZEtR81ceo3HiLn7,0.596
Yellow,Yellow,Myles Cameron,223378,False,True,https://api.spotify.com/v1/tracks/2WWvPwXCx4CbydAK9HL5Ne,2WWvPwXCx4CbydAK9HL5Ne,False,Yellow,21,https://p.scdn.co/mp3-preview/91dfbe2c1b4c896ec21815b8c03eb96b4203b0e8?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:2WWvPwXCx4CbydAK9HL5Ne,0.764,https://api.spotify.com/v1/audio-analysis/2WWvPwXCx4CbydAK9HL5Ne,0.528,0.387,0.345,7,0.153,-10.696,1,0.0368,147.926,4,https://api.spotify.com/v1/tracks/2WWvPwXCx4CbydAK9HL5Ne,0.129
Truly Known,Running In Borrowed Shoes,Leah Nobel,254970,False,False,https://api.spotify.com/v1/tracks/1u4bHS7EJGixyxQKMehaJe,1u4bHS7EJGixyxQKMehaJe,False,Truly Known,0,https://p.scdn.co/mp3-preview/ccec90af790303595e02d1b40f299c95f08a25fb?cid=ccc3919df33944f38d2102cf87c47c53,True,3,track,spotify:track:1u4bHS7EJGixyxQKMehaJe,0.24,https://api.spotify.com/v1/audio-analysis/1u4bHS7EJGixyxQKMehaJe,0.604,0.483,0.0,2,0.0943,-7.598,1,0.0255,129.95,4,https://api.spotify.com/v1/tracks/1u4bHS7EJGixyxQKMehaJe,0.173
Dizzy Talk,Dizzy Talk,Benjamin Rihan,214171,False,False,https://api.spotify.com/v1/tracks/7pnn6KupcgneL55r36GkRL,7pnn6KupcgneL55r36GkRL,False,Dizzy Talk,0,https://p.scdn.co/mp3-preview/6cc275e561785c4e049b71283fdc45d6090e1201?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:7pnn6KupcgneL55r36GkRL,0.0501,https://api.spotify.com/v1/audio-analysis/7pnn6KupcgneL55r36GkRL,0.778,0.629,0.0,10,0.099,-7.755,1,0.114,104.93,4,https://api.spotify.com/v1/tracks/7pnn6KupcgneL55r36GkRL,0.802
No Love Go,No Love Go,Jesse Mac Cormack,242052,False,False,https://api.spotify.com/v1/tracks/5zwTjQSmkOURaeY0h1d19x,5zwTjQSmkOURaeY0h1d19x,False,No Love Go,0,https://p.scdn.co/mp3-preview/06f820d1ecf1a4783ac8ee7abc262f4a060dc882?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:5zwTjQSmkOURaeY0h1d19x,0.0659,https://api.spotify.com/v1/audio-analysis/5zwTjQSmkOURaeY0h1d19x,0.624,0.69,0.00136,10,0.086,-6.014,1,0.0301,97.483,4,https://api.spotify.com/v1/tracks/5zwTjQSmkOURaeY0h1d19x,0.589
Gypsy,Devil Dance,Velvet Two Stripes,263346,False,False,https://api.spotify.com/v1/tracks/3Kz3W6IZeG7Qv19px9wJTi,3Kz3W6IZeG7Qv19px9wJTi,False,Gypsy,0,https://p.scdn.co/mp3-preview/54f82324f99335c7193b2ebad4dbc303e75e7bd4?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:3Kz3W6IZeG7Qv19px9wJTi,0.0894,https://api.spotify.com/v1/audio-analysis/3Kz3W6IZeG7Qv19px9wJTi,0.415,0.743,0.00949,9,0.384,-3.762,1,0.0491,162.847,4,https://api.spotify.com/v1/tracks/3Kz3W6IZeG7Qv19px9wJTi,0.28
Three Hours Ahead,Three Hours Ahead,Adam Melchor,210522,False,False,https://api.spotify.com/v1/tracks/54aMekdZimkyqYMiR0FrcU,54aMekdZimkyqYMiR0FrcU,False,Three Hours Ahead,14,https://p.scdn.co/mp3-preview/2eee6692ad5621b1773a7c427dae16dfc8637e51?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:54aMekdZimkyqYMiR0FrcU,0.535,https://api.spotify.com/v1/audio-analysis/54aMekdZimkyqYMiR0FrcU,0.461,0.503,0.949,5,0.105,-8.275,1,0.0257,137.973,4,https://api.spotify.com/v1/tracks/54aMekdZimkyqYMiR0FrcU,0.233
Habits,Habits,Seaside,222862,False,False,https://api.spotify.com/v1/tracks/6k2SqFDzrwan4QN1M0jfMX,6k2SqFDzrwan4QN1M0jfMX,False,Habits,0,https://p.scdn.co/mp3-preview/c853add938d44d922f217e1be33cf65383f2faa9?cid=ccc3919df33944f38d2102cf87c47c53,True,1,track,spotify:track:6k2SqFDzrwan4QN1M0jfMX,0.0126,https://api.spotify.com/v1/audio-analysis/6k2SqFDzrwan4QN1M0jfMX,0.639,0.691,1.87e-05,2,0.174,-7.139,1,0.0405,129.974,4,https://api.spotify.com/v1/tracks/6k2SqFDzrwan4QN1M0jfMX,0.707
